volt,rotate,pressure,vibration,failure
181.728618060775,482.201855100772,96.7830968800525,51.3070561535765,0
171.204293076729,483.072838702943,97.2112450166256,33.8868232583731,0
163.936275574223,430.20834864018,91.4103458667109,37.4872541031961,0
165.082899409118,452.283576233897,84.5917221010114,40.2988025325544,0
183.084581700303,420.980060581916,109.235805252727,45.7377603529993,0
156.006391259751,519.497905070656,105.878295046245,42.5222447713166,0
151.572345560384,396.728690486528,97.2241227866988,42.6152259854016,0
172.815255925349,362.824541926346,113.523804322685,37.9683688476165,0
147.044702154749,409.767331217121,102.826868582073,29.9853089308569,0
148.765418602516,459.756984977568,88.1808455793011,39.036967879525,0
223.853296420621,397.30812673297,102.874438112839,42.9838076641919,0
178.489036715442,409.661380298449,115.537777499102,40.1067324092739,0
202.660887829084,466.201512370862,90.8154383280373,33.4809795273915,1
165.246382350365,471.362698398205,93.1936340403339,40.5439465829112,1
158.271400299502,422.811051731942,92.439131917866,39.7819170940945,1
163.198451256278,388.511217171693,83.2576185045826,41.6012553503643,1
177.443128883604,513.678256996614,102.968480015454,43.165567052508,1
157.698448118133,518.426090812454,92.4957826731699,38.5623222034951,1
172.002247686927,441.987590437449,85.2995673973629,43.5191996004621,1
163.981690567923,376.083910363856,99.6612942556104,40.5250961403435,1
177.179232576864,408.842039775725,104.250988378568,50.2560439947564,1
188.67708448222,370.191821753166,96.4158646447349,43.3510055243632,1
177.179232576864,408.842039775725,104.250988378568,50.2560439947564,1
163.643644988959,409.251448075514,110.529198922868,30.6349153619306,1
188.67708448222,370.191821753166,96.4158646447349,43.3510055243632,1
158.271400299502,422.811051731942,92.439131917866,39.7819170940945,1
163.198451256278,388.511217171693,83.2576185045826,41.6012553503643,1
177.443128883604,513.678256996614,102.968480015454,43.165567052508,1
157.698448118133,518.426090812454,92.4957826731699,38.5623222034951,1
163.981690567923,376.083910363856,99.6612942556104,40.5250961403435,1
172.002247686927,441.987590437449,85.2995673973629,43.5191996004621,1
156.671946635936,452.256827645122,111.699142910624,41.0921865685156,1
165.061283409734,461.031219393261,89.7148636816417,38.1235786792288,1
164.973166960341,431.17338499952,100.590324882887,45.6971245188816,1
204.623416005207,426.794398989637,119.485199979061,44.0551513262013,1
154.477633052499,389.908493317559,106.563533604931,40.0810524506077,1
182.561780425689,402.166544366717,89.0185018341393,39.181828309337,1
185.233982168726,450.144620443503,92.8091933722494,33.89412712595,1
174.326329075776,435.973633114105,109.285869348456,37.0771109026015,1
164.790436894707,367.454085314464,101.151808580434,48.8354918008117,1
188.511638708985,449.798803135389,103.777301265387,37.4910401995739,1
167.445173625615,429.764447992244,94.781635086447,32.0706427253778,1
177.847286332002,480.972583887419,105.783467198699,40.6969618411684,1
169.206647854878,519.137970138064,86.8054971599869,42.0096872265611,1
209.881919660745,456.998210580068,121.198937504502,36.3403307352724,1
148.931207871773,526.015386296529,90.4832110800478,46.0320242216869,1
168.923376404276,423.851553452329,111.055036093958,44.2417805964607,1
158.683101116048,393.753341659042,100.673564490284,50.1163778448632,1
167.187100087263,331.460659282228,106.277020711989,38.8086117118372,1
159.99506698874,455.902004191975,96.447585393138,43.5541006214465,1
159.207892895339,459.535538335333,95.0023774407113,41.1589493591845,1
151.174074062693,473.358357043158,102.70448700509,47.9448622042293,1
164.489787904131,495.959129051385,96.8289191605434,37.2767424109702,1
179.839536433252,412.673784609928,94.4000710404517,43.4790384436445,1
150.64866695809,353.141295571761,90.9854238515574,42.9222030481571,1
198.007009560927,420.85576604714,91.497055701171,41.8758835927794,1
168.199813067189,402.596125143399,94.3176839294329,36.0886606707705,1
163.806691602821,463.935704946707,105.470058284095,42.9501725432177,1
174.495255128039,508.561648473027,90.8753108051197,37.3341851629811,1
188.707917530426,413.488217532093,86.1859214696213,47.4290892275556,1
169.673832157362,483.329473505587,98.0302591799345,43.8139386827709,1
153.773516791458,459.198789469285,116.953511978117,38.1761487450603,1
177.253402345362,432.515120881998,120.856462789196,36.3783092003034,1
171.620040690013,422.955139051045,102.215914374164,33.9122640298726,1
193.428059556163,387.259458818051,84.8062608072981,39.8781054037861,1
177.373744143561,494.696146972822,87.6930974816714,34.3907307080559,1
192.798943314725,485.587430058762,90.8772740434299,35.7554446791435,1
191.0798916414,421.211510118271,106.991428987722,38.20221549288,1
160.627895944546,393.58497179435,131.324463284982,32.2855425122324,1
195.985003560186,501.927401133196,91.5729838274958,38.1346275415377,1
164.639205685017,505.795481998865,95.0152983447892,43.5445710324562,1
172.942782776577,470.297688925804,119.79168320663,31.3888194004065,1
206.934553918437,423.353298787419,110.745533472123,35.7086424517844,1
166.557578892785,419.798169785119,80.9906707879628,45.9208419475165,1
158.160035937308,387.886581979151,95.2709442087795,46.0114685191177,1
208.066670776679,362.801510883562,100.867343920384,39.021836953195,1
154.517170040568,531.524425343554,95.0400914306581,31.7832265322848,1
175.68527512581,486.70482655704,111.143224242719,39.7528394779559,1
202.671433559462,521.631954291674,92.6530823651704,36.4634811467003,1
186.639092431082,468.764380601309,93.0684885386158,46.737446329458,1
164.307685551821,375.249017420321,101.207905687457,36.9358204668359,1
196.411509154292,437.275229648435,84.726119031785,45.2926599530137,1
191.571168428809,463.210785783397,111.014774372128,33.3556266163746,1
187.615089609097,401.469543618461,108.243972790449,47.0448821452472,1
187.961239714971,456.798590237187,96.3609320674669,40.7767416218579,1
158.098828106012,406.325390520277,97.0017647740545,59.9671740225826,1
202.660887829084,466.201512370862,90.8154383280373,33.4809795273915,1
210.264929402793,499.804303302077,111.026283577351,34.5698215527368,1
165.246382350365,471.362698398205,93.1936340403339,40.5439465829112,1
163.643644988959,409.251448075514,110.529198922868,30.6349153619306,1
170.717445141361,487.572374147045,106.211317502656,32.6154776012754,1
179.361370568733,551.828122519472,97.0745276162655,45.256029293526,1
170.524080648549,405.302969621504,109.855730307032,37.7863652830834,1
152.44646840585,492.504222533876,93.6213765745248,40.1930058940488,1
143.288300853381,484.278711694215,81.6016704330223,38.7058291226375,1
200.855874381995,401.801361481801,100.217929989101,57.9971684394819,1
170.2128223113,514.055653973731,104.714851862677,46.0392608903765,1
179.519782272002,431.194489421773,94.2339009699212,33.2344968223704,1
167.583279839269,457.248216956677,102.834139297217,41.1748071946166,1
157.232098633563,477.992039506662,99.9058477715487,37.6671310470336,1
165.864072927841,445.559732966765,101.087676580478,38.7007065934501,1
209.800248659037,452.762070437506,97.6849599621873,44.3684752937367,1
163.534468023454,524.167647665629,110.060510861581,42.1717763313762,1
186.665154927039,448.544206230276,101.825242487847,42.4653317893059,1
199.488726879616,484.42162318104,109.187328738396,45.9094214596893,1
182.914061799258,398.097891050915,88.4798904167266,41.6691585194245,1
162.252558074964,428.591774025804,114.305865132027,49.5432532811828,1
173.235662779709,453.15282094994,129.723361962426,44.6245806962744,1
183.261292342669,441.401636373349,86.383964894405,34.5101108113263,1
111.905886848179,426.605197829407,93.324328633332,43.0245809601687,1
183.777116356667,502.664610072066,101.660512323068,42.2125382256356,1
176.361337037709,495.299226883754,105.639270573677,40.2959322702569,1
